cue_location,sequence_location,target_congruent,target_direction,response,correct,rt,sub,trial_num
up,down,yes,right,right,1,0.4752026000060141,sub-mickey_mouse,556
both,down,yes,right,right,1,0.510611500008963,sub-mickey_mouse,581
up,up,yes,left,left,1,0.4574442000011913,sub-mickey_mouse,595
up,down,no,right,left,0,0.6954755999613553,sub-mickey_mouse,378
both,up,yes,right,right,1,0.4926830999902449,sub-mickey_mouse,436
both,up,yes,right,right,1,0.458207499992568,sub-mickey_mouse,350
up,down,no,left,left,1,0.6625309999799356,sub-mickey_mouse,4
up,up,yes,right,right,1,0.5100938000250608,sub-mickey_mouse,344
down,down,yes,left,left,1,0.4417574999970384,sub-mickey_mouse,422
up,up,no,left,left,1,0.6453147000283934,sub-mickey_mouse,393
down,down,no,right,right,1,0.7133347999770194,sub-mickey_mouse,387
down,up,no,right,left,0,0.4416978000081144,sub-mickey_mouse,608
up,up,yes,left,left,1,0.4752102000056766,sub-mickey_mouse,152
up,up,no,right,right,1,0.5764096999773756,sub-mickey_mouse,634
down,down,no,left,left,1,0.5430530000012368,sub-mickey_mouse,620
both,up,yes,right,right,1,0.5095084000495262,sub-mickey_mouse,146
down,down,yes,right,right,1,0.4412903999909758,sub-mickey_mouse,191
down,up,no,left,left,1,0.5777322000358254,sub-mickey_mouse,185
down,down,no,right,right,1,0.61165279999841,sub-mickey_mouse,184
down,down,no,left,left,1,0.5782047999673523,sub-mickey_mouse,190
down,down,yes,right,right,1,0.629203199991025,sub-mickey_mouse,621
up,down,yes,left,left,1,0.4924047999666072,sub-mickey_mouse,147
both,up,no,left,left,1,0.5768985999748111,sub-mickey_mouse,153
up,down,no,right,right,1,0.6465861999895424,sub-mickey_mouse,635
up,up,yes,left,left,1,0.4597322000190615,sub-mickey_mouse,609
down,down,yes,right,right,1,0.4927166000124998,sub-mickey_mouse,386
up,down,yes,right,right,1,0.4585741000482812,sub-mickey_mouse,392
down,up,no,left,left,1,0.5444277999922633,sub-mickey_mouse,345
up,down,yes,left,left,1,0.4251415000180714,sub-mickey_mouse,423
both,up,no,left,left,1,0.5615614000125788,sub-mickey_mouse,437
up,up,no,left,left,1,0.6292470000335015,sub-mickey_mouse,5
both,down,no,left,left,1,0.5780354000162333,sub-mickey_mouse,351
up,down,no,left,left,1,0.6457145999884233,sub-mickey_mouse,379
up,down,yes,left,left,1,0.4585975999943912,sub-mickey_mouse,594
up,down,yes,right,right,1,0.5442081000073813,sub-mickey_mouse,580
down,up,yes,left,left,1,0.4590767999761738,sub-mickey_mouse,231
up,up,no,left,left,1,0.5600441999849863,sub-mickey_mouse,27
up,up,no,right,right,1,0.6956243999884464,sub-mickey_mouse,557
down,down,no,right,right,1,0.6629768999991938,sub-mickey_mouse,543
up,down,no,right,right,1,0.6120072999619879,sub-mickey_mouse,225
both,down,yes,right,right,1,0.4576223000185564,sub-mickey_mouse,33
both,up,no,right,right,1,0.6448916000081226,sub-mickey_mouse,219
both,up,no,right,right,1,0.7130215999786742,sub-mickey_mouse,569
down,up,yes,left,left,1,0.4920649000559933,sub-mickey_mouse,19
up,up,no,left,left,1,0.6107801999896765,sub-mickey_mouse,555
both,up,yes,left,left,1,0.4754109000205062,sub-mickey_mouse,25
up,down,no,left,left,1,0.5609209000249393,sub-mickey_mouse,233
down,down,yes,right,right,1,0.4749852000386454,sub-mickey_mouse,31
both,down,yes,right,right,1,0.5333165999618359,sub-mickey_mouse,227
both,down,yes,left,left,1,0.4590532999718562,sub-mickey_mouse,541
both,up,yes,right,right,1,0.4767438999842852,sub-mickey_mouse,596
down,down,yes,right,right,1,0.4741318000014871,sub-mickey_mouse,582
down,up,no,right,right,1,0.6443911000387743,sub-mickey_mouse,409
both,down,yes,right,right,1,0.5111639000242576,sub-mickey_mouse,421
down,down,no,left,left,1,0.5260860999696888,sub-mickey_mouse,347
down,down,yes,right,right,1,0.4588031999883242,sub-mickey_mouse,353
down,up,yes,right,right,1,0.5105052999570034,sub-mickey_mouse,7
down,down,yes,left,left,1,0.4922230999800376,sub-mickey_mouse,435
up,up,yes,left,left,1,0.4752147999824956,sub-mickey_mouse,384
both,down,no,left,left,1,0.6107684000162408,sub-mickey_mouse,390
both,down,no,right,right,1,0.5432870999793522,sub-mickey_mouse,179
up,up,no,left,left,1,0.5437522000283934,sub-mickey_mouse,145
up,down,no,right,right,1,0.6475205000024289,sub-mickey_mouse,623
down,up,yes,right,right,1,0.5444309000158682,sub-mickey_mouse,637
down,down,no,left,left,1,0.6958642000099644,sub-mickey_mouse,151
up,down,no,left,left,1,0.6116187999723479,sub-mickey_mouse,186
up,up,yes,left,left,1,0.4584041999769397,sub-mickey_mouse,192
up,down,yes,right,right,1,0.4255441999994218,sub-mickey_mouse,193
both,down,yes,left,left,1,0.4765707000042312,sub-mickey_mouse,187
down,up,yes,left,left,1,0.5608462000382133,sub-mickey_mouse,636
up,down,no,left,left,1,0.6277822999982163,sub-mickey_mouse,150
both,up,no,right,right,1,0.6606705999583937,sub-mickey_mouse,144
up,down,yes,left,left,1,0.4586158999591134,sub-mickey_mouse,622
down,down,yes,left,left,1,0.4924189000157639,sub-mickey_mouse,178
down,down,no,left,left,1,0.5269512999802828,sub-mickey_mouse,391
both,up,no,right,right,1,0.5781167999957688,sub-mickey_mouse,385
both,down,no,left,left,1,0.5946145000052638,sub-mickey_mouse,6
up,up,yes,left,left,1,0.4576073000207543,sub-mickey_mouse,352
down,up,yes,left,left,1,0.4244143999530934,sub-mickey_mouse,434
down,up,yes,right,right,1,0.4590633000480011,sub-mickey_mouse,420
up,down,yes,left,left,1,0.4757985000032931,sub-mickey_mouse,346
up,down,yes,right,right,1,0.4920708000427112,sub-mickey_mouse,408
up,up,no,right,right,1,0.6103787000174634,sub-mickey_mouse,583
both,up,no,right,right,1,0.6275544000091031,sub-mickey_mouse,597
both,up,yes,right,right,1,0.511398900009226,sub-mickey_mouse,226
up,up,no,right,right,1,0.5613401999580674,sub-mickey_mouse,30
up,down,no,right,right,1,0.6116384000051767,sub-mickey_mouse,540
both,down,yes,left,left,1,0.492297500022687,sub-mickey_mouse,554
down,up,no,left,left,1,0.612887600029353,sub-mickey_mouse,232
down,down,no,left,left,1,0.6110194000066258,sub-mickey_mouse,24
up,down,no,left,left,1,0.5940406000008807,sub-mickey_mouse,568
up,down,no,right,right,1,0.6115282999817282,sub-mickey_mouse,18
both,down,no,left,left,1,0.5444080000161193,sub-mickey_mouse,236
both,down,no,right,right,1,0.7132124999770895,sub-mickey_mouse,20
down,down,yes,left,left,1,0.4080422999686561,sub-mickey_mouse,550
up,up,no,left,left,1,0.5606586000067182,sub-mickey_mouse,544
up,up,yes,left,left,1,0.459111500007566,sub-mickey_mouse,222
both,down,no,right,left,0,0.391047399956733,sub-mickey_mouse,34
up,down,no,right,right,1,0.7813822999596596,sub-mickey_mouse,578
both,down,no,left,left,1,0.5259644000325352,sub-mickey_mouse,593
up,up,yes,right,right,1,0.5088855999638326,sub-mickey_mouse,587
both,down,yes,left,left,1,0.5445947999833152,sub-mickey_mouse,342
both,up,yes,right,right,1,0.4416364000062458,sub-mickey_mouse,424
up,up,yes,right,right,1,0.5264115000027232,sub-mickey_mouse,430
up,up,no,left,left,1,0.6792703000246547,sub-mickey_mouse,356
both,down,yes,left,left,1,0.5272505000466481,sub-mickey_mouse,2
down,down,no,right,right,1,0.6626017999951728,sub-mickey_mouse,418
down,up,no,right,right,1,0.7286126000108197,sub-mickey_mouse,381
down,up,yes,right,right,1,0.5114044999936596,sub-mickey_mouse,395
both,up,no,left,left,1,0.4933706999872811,sub-mickey_mouse,626
down,up,yes,right,right,1,0.4758725000428967,sub-mickey_mouse,140
down,down,no,right,right,1,0.6458541000029072,sub-mickey_mouse,154
up,up,yes,left,left,1,0.4927205999847501,sub-mickey_mouse,632
both,down,yes,right,right,1,0.4414084000163711,sub-mickey_mouse,168
both,up,no,right,right,1,0.6623434000066482,sub-mickey_mouse,183
up,up,yes,right,right,1,0.4414482000283897,sub-mickey_mouse,197
down,up,no,right,right,1,0.5946972999954596,sub-mickey_mouse,196
down,up,yes,left,left,1,0.4588388000265695,sub-mickey_mouse,182
both,up,yes,left,left,1,0.4747123999986797,sub-mickey_mouse,169
down,down,yes,left,left,1,0.5262633999809623,sub-mickey_mouse,155
up,up,no,left,left,1,0.5609995000413619,sub-mickey_mouse,633
down,down,yes,right,right,1,0.4760434999479912,sub-mickey_mouse,627
up,up,yes,left,left,1,0.4425377000006847,sub-mickey_mouse,141
both,up,no,left,left,1,0.5773036000318825,sub-mickey_mouse,394
down,down,yes,right,right,1,0.6287069000536576,sub-mickey_mouse,380
down,up,no,left,left,1,0.5607648000004701,sub-mickey_mouse,419
up,down,no,right,right,1,0.6277473999653012,sub-mickey_mouse,431
down,up,no,left,left,1,0.6616216999827884,sub-mickey_mouse,3
up,down,yes,right,right,1,0.6282248999923468,sub-mickey_mouse,357
down,up,no,right,right,1,0.5959877999848686,sub-mickey_mouse,343
both,down,yes,left,left,1,0.4592308000428602,sub-mickey_mouse,425
both,down,no,right,right,1,0.5950555999879725,sub-mickey_mouse,586
down,down,yes,left,left,1,0.4586659999913536,sub-mickey_mouse,592
both,up,no,left,left,1,0.492045099963434,sub-mickey_mouse,579
down,up,yes,right,right,1,0.4930656999931671,sub-mickey_mouse,545
up,down,yes,left,left,1,0.5266907999757677,sub-mickey_mouse,35
up,down,yes,left,left,1,0.4760027999873273,sub-mickey_mouse,223
up,down,yes,right,right,1,0.5274212000076659,sub-mickey_mouse,21
down,down,yes,left,left,1,0.4936902999761514,sub-mickey_mouse,237
both,up,no,left,left,1,0.5771223999909125,sub-mickey_mouse,551
both,up,no,left,left,1,0.5963597999652848,sub-mickey_mouse,221
both,up,no,right,right,1,0.8489411000045948,sub-mickey_mouse,37
both,down,no,right,right,1,0.6275041000335477,sub-mickey_mouse,547
both,down,no,right,right,1,0.5777559000416659,sub-mickey_mouse,553
down,down,yes,right,right,1,0.5608813000144437,sub-mickey_mouse,235
down,up,no,right,right,1,0.5260114000411704,sub-mickey_mouse,23
both,down,yes,right,right,1,0.49201060004998,sub-mickey_mouse,209
both,up,yes,left,left,1,0.4245398000348359,sub-mickey_mouse,584
up,down,no,left,left,1,0.6461290000006557,sub-mickey_mouse,590
up,down,no,left,left,1,0.6279827000107616,sub-mickey_mouse,355
both,up,yes,left,left,1,0.4585103000281378,sub-mickey_mouse,1
up,down,yes,right,right,1,0.4761566999950446,sub-mickey_mouse,433
both,up,yes,left,left,1,0.4252225999953225,sub-mickey_mouse,427
down,down,no,right,right,1,0.6155395000241697,sub-mickey_mouse,341
both,up,no,right,right,1,0.6285886999685317,sub-mickey_mouse,369
both,down,yes,right,right,1,0.5262611000216566,sub-mickey_mouse,396
down,up,no,left,left,1,0.5432988000102341,sub-mickey_mouse,382
both,down,yes,left,left,1,0.5090982999536209,sub-mickey_mouse,631
down,up,yes,left,left,1,0.4931413999875076,sub-mickey_mouse,157
down,down,no,left,left,1,0.6459728000336327,sub-mickey_mouse,143
down,down,no,left,left,1,0.6107202999992296,sub-mickey_mouse,625
up,up,no,right,right,1,0.6624682999681681,sub-mickey_mouse,619
both,down,yes,left,left,1,0.408099599997513,sub-mickey_mouse,194
both,up,no,left,left,1,0.5772433999809437,sub-mickey_mouse,180
both,up,yes,right,right,1,0.4418864999897778,sub-mickey_mouse,181
down,down,no,left,left,1,0.5608879000064917,sub-mickey_mouse,195
up,down,no,left,left,1,0.5438139999751002,sub-mickey_mouse,618
both,up,yes,left,left,1,0.4923988000373356,sub-mickey_mouse,142
down,up,no,left,left,1,0.5953244999982417,sub-mickey_mouse,624
down,down,yes,left,left,1,0.5261510999989696,sub-mickey_mouse,630
down,up,no,right,right,1,0.7983970000059344,sub-mickey_mouse,156
down,up,yes,left,left,1,0.4591044000117108,sub-mickey_mouse,383
up,down,yes,left,left,1,0.4768323999596759,sub-mickey_mouse,397
up,up,no,right,right,1,0.627359299978707,sub-mickey_mouse,368
both,down,no,left,left,1,0.6452935999841429,sub-mickey_mouse,426
up,up,no,right,right,1,0.5988845999818295,sub-mickey_mouse,340
up,up,yes,right,right,1,0.5271026999689639,sub-mickey_mouse,0
both,up,no,right,right,1,0.627273200021591,sub-mickey_mouse,354
up,up,yes,left,left,1,0.4422187000163831,sub-mickey_mouse,432
down,down,no,right,right,1,0.5774902999983169,sub-mickey_mouse,591
down,up,yes,left,left,1,0.4241572999744676,sub-mickey_mouse,585
up,up,no,left,left,1,0.5597432000213303,sub-mickey_mouse,208
down,up,no,right,right,1,0.5601033000275493,sub-mickey_mouse,552
up,up,no,right,right,1,0.6962481000227854,sub-mickey_mouse,22
both,down,no,right,right,1,0.6120150000206195,sub-mickey_mouse,234
both,up,yes,right,right,1,0.611200799990911,sub-mickey_mouse,36
down,down,no,left,left,1,0.5270375999971293,sub-mickey_mouse,220
up,up,yes,left,left,1,0.4413968999870121,sub-mickey_mouse,546
both,up,yes,left,left,1,0.4593459999887272,sub-mickey_mouse,239
up,down,yes,left,left,1,0.4930434999987483,sub-mickey_mouse,563
down,down,yes,right,right,1,0.5605903000105172,sub-mickey_mouse,13
down,down,yes,right,right,1,0.5086367999901995,sub-mickey_mouse,205
down,up,no,left,left,1,0.5599100000108592,sub-mickey_mouse,211
down,down,no,left,left,1,0.6119485999806784,sub-mickey_mouse,577
up,up,no,left,left,1,0.7290721000172198,sub-mickey_mouse,588
up,down,no,right,right,1,0.6455662000225857,sub-mickey_mouse,359
up,up,yes,left,left,1,0.4412967000389471,sub-mickey_mouse,417
down,down,no,left,left,1,0.6119018999743275,sub-mickey_mouse,371
up,up,yes,right,right,1,0.4581972000305541,sub-mickey_mouse,365
up,up,yes,right,right,1,0.4761131000122987,sub-mickey_mouse,403
both,up,yes,right,right,1,0.4588710999814793,sub-mickey_mouse,629
down,up,no,right,right,1,0.611087299999781,sub-mickey_mouse,173
both,up,no,left,left,1,0.5442263999721035,sub-mickey_mouse,615
both,up,yes,left,left,1,0.4575534000177867,sub-mickey_mouse,601
both,down,no,right,right,1,0.6110970000154339,sub-mickey_mouse,167
down,up,yes,right,right,1,0.6963349000434391,sub-mickey_mouse,198
both,up,yes,left,left,1,0.4751107000047341,sub-mickey_mouse,199
down,down,no,right,right,1,0.5947070000111125,sub-mickey_mouse,600
both,down,no,left,left,1,0.5954053000314161,sub-mickey_mouse,166
up,down,no,right,right,1,0.5769656000193208,sub-mickey_mouse,172
down,down,yes,left,left,1,0.5086900999885984,sub-mickey_mouse,614
both,up,no,right,right,1,0.6288478000205941,sub-mickey_mouse,628
up,up,yes,left,left,1,0.4584202000405639,sub-mickey_mouse,364
both,up,yes,left,left,1,0.4938856000080704,sub-mickey_mouse,402
both,down,no,right,right,1,0.5429808999761008,sub-mickey_mouse,416
down,down,yes,left,left,1,0.5089430999942124,sub-mickey_mouse,370
both,down,no,right,right,1,0.6286814999766648,sub-mickey_mouse,358
down,up,no,left,left,1,0.5938610999728553,sub-mickey_mouse,589
both,up,no,left,left,1,0.5597656000172719,sub-mickey_mouse,210
down,up,no,right,right,1,0.7136384999612346,sub-mickey_mouse,576
down,up,no,left,left,1,0.5781945000053383,sub-mickey_mouse,562
up,up,no,right,right,1,0.5939304999774322,sub-mickey_mouse,204
both,up,no,right,right,1,0.5622195999603719,sub-mickey_mouse,12
up,down,yes,right,right,1,0.4956234999699518,sub-mickey_mouse,238
down,up,yes,left,left,1,0.4757007000152953,sub-mickey_mouse,548
down,up,yes,right,right,1,0.5598667000303976,sub-mickey_mouse,38
down,down,yes,left,left,1,0.4078651000163518,sub-mickey_mouse,574
up,down,no,right,right,1,0.6114205999765545,sub-mickey_mouse,212
down,down,yes,left,left,1,0.4424310000031255,sub-mickey_mouse,10
both,down,no,right,right,1,0.6103397000115365,sub-mickey_mouse,206
down,up,yes,left,left,1,0.5438264000113122,sub-mickey_mouse,560
up,up,no,right,left,0,0.4245236999704502,sub-mickey_mouse,428
down,up,no,left,left,1,0.5431796000339091,sub-mickey_mouse,400
up,up,no,left,left,1,0.6122400999884121,sub-mickey_mouse,366
up,down,yes,right,right,1,0.4927321000141091,sub-mickey_mouse,372
up,down,no,left,left,1,0.526579600002151,sub-mickey_mouse,414
up,up,no,right,right,1,0.6454353999579325,sub-mickey_mouse,399
both,up,yes,left,left,1,0.5093315000412986,sub-mickey_mouse,158
up,up,no,right,right,1,0.7131793999578804,sub-mickey_mouse,164
both,up,yes,right,right,1,0.4757258999743499,sub-mickey_mouse,602
up,down,yes,right,right,1,0.5606244000373408,sub-mickey_mouse,616
up,down,yes,left,left,1,0.4590639999951236,sub-mickey_mouse,170
both,down,yes,left,left,1,0.4583181999623775,sub-mickey_mouse,617
up,up,no,right,right,1,0.6613454999751411,sub-mickey_mouse,171
both,down,yes,right,right,1,0.4595620000036433,sub-mickey_mouse,165
both,down,yes,right,right,1,0.458530800009612,sub-mickey_mouse,603
up,down,yes,right,right,1,0.6619698000140488,sub-mickey_mouse,159
both,up,yes,right,right,1,0.4918038999894634,sub-mickey_mouse,398
both,up,yes,left,left,1,0.4760227000224404,sub-mickey_mouse,373
down,up,yes,left,left,1,0.4422050000284798,sub-mickey_mouse,415
both,down,no,right,right,1,0.6279852999723516,sub-mickey_mouse,401
both,down,no,right,right,1,0.6970804000156932,sub-mickey_mouse,367
both,up,no,right,right,1,0.611396899970714,sub-mickey_mouse,429
down,down,yes,left,left,1,0.5946139000006951,sub-mickey_mouse,207
up,up,yes,left,left,1,0.4575562999816611,sub-mickey_mouse,11
down,down,no,left,left,1,0.5270616000052541,sub-mickey_mouse,561
up,up,yes,left,left,1,0.458223599998746,sub-mickey_mouse,575
both,up,no,right,right,1,0.62850220000837,sub-mickey_mouse,213
both,down,no,left,left,1,0.6109583000070415,sub-mickey_mouse,549
both,up,no,left,left,1,0.6790047999820672,sub-mickey_mouse,39
both,down,yes,left,left,1,0.4250706000020727,sub-mickey_mouse,217
down,down,yes,right,right,1,0.4755788000184111,sub-mickey_mouse,571
both,down,no,left,left,1,0.5430380000034347,sub-mickey_mouse,565
down,down,no,right,right,1,0.5946802999824286,sub-mickey_mouse,203
both,down,yes,right,right,1,0.4921549999853596,sub-mickey_mouse,15
down,down,no,right,right,1,0.6460099000250921,sub-mickey_mouse,559
down,down,yes,left,left,1,0.5084636999526992,sub-mickey_mouse,29
both,down,yes,left,left,1,0.4251199999707751,sub-mickey_mouse,363
down,up,yes,left,left,1,0.5269832000485621,sub-mickey_mouse,405
both,up,no,left,left,1,0.5781360000255518,sub-mickey_mouse,411
both,up,yes,right,right,1,0.4931775000295602,sub-mickey_mouse,377
down,up,no,left,left,1,0.577196299971547,sub-mickey_mouse,439
up,down,no,left,left,1,0.5940548000507988,sub-mickey_mouse,388
down,up,no,left,left,1,0.5100197999854572,sub-mickey_mouse,607
down,down,yes,right,right,1,0.4421244999975897,sub-mickey_mouse,161
both,down,no,left,left,1,0.5767905000247993,sub-mickey_mouse,175
both,up,no,right,right,1,0.5607853000401519,sub-mickey_mouse,613
down,up,no,left,left,1,0.5438620999921113,sub-mickey_mouse,149
up,up,yes,right,right,1,0.5106412000022829,sub-mickey_mouse,148
up,up,yes,right,right,1,0.4934963000123389,sub-mickey_mouse,174
down,up,yes,right,right,1,0.4750286000198684,sub-mickey_mouse,612
down,up,yes,left,left,1,0.4412105000228621,sub-mickey_mouse,606
down,up,yes,right,right,1,0.4758916999562643,sub-mickey_mouse,160
down,up,no,right,right,1,0.5938029999961145,sub-mickey_mouse,389
up,up,yes,right,right,1,0.4755187999689951,sub-mickey_mouse,438
down,down,no,left,left,1,0.6273739000316709,sub-mickey_mouse,410
both,down,no,left,left,1,0.6626599000301212,sub-mickey_mouse,376
down,up,yes,right,right,1,0.4755523999920115,sub-mickey_mouse,362
down,down,yes,left,left,1,0.6116035000304691,sub-mickey_mouse,404
up,down,no,right,right,1,0.6948624999495223,sub-mickey_mouse,558
up,up,yes,left,left,1,0.5770751000382006,sub-mickey_mouse,28
both,up,yes,left,left,1,0.4239621000015177,sub-mickey_mouse,564
both,up,no,left,left,1,0.5952563000028022,sub-mickey_mouse,14
up,down,no,left,left,1,0.6279914000188,sub-mickey_mouse,202
down,up,yes,right,right,1,0.442149700014852,sub-mickey_mouse,216
up,up,yes,right,right,1,0.4584182000253349,sub-mickey_mouse,570
both,up,yes,right,right,1,0.4755750999902375,sub-mickey_mouse,200
down,down,no,right,right,1,0.6971962000243366,sub-mickey_mouse,16
both,up,yes,right,right,1,0.4922581000137143,sub-mickey_mouse,566
both,down,yes,right,right,1,0.4756062000524252,sub-mickey_mouse,572
up,down,yes,left,left,1,0.5613109999685548,sub-mickey_mouse,214
down,up,no,right,right,1,0.6831016999785788,sub-mickey_mouse,228
both,down,yes,left,left,1,0.662118999985978,sub-mickey_mouse,599
both,down,yes,right,right,1,0.4747518000076525,sub-mickey_mouse,374
up,up,no,left,left,1,0.5944107000250369,sub-mickey_mouse,412
up,down,no,right,right,1,0.56020389997866,sub-mickey_mouse,406
up,down,yes,left,left,1,0.4752834999817423,sub-mickey_mouse,360
both,down,yes,right,right,1,0.4944071000209078,sub-mickey_mouse,348
up,down,yes,left,left,1,0.4587633000337519,sub-mickey_mouse,8
both,down,no,right,right,1,0.5949765000259504,sub-mickey_mouse,610
up,up,no,left,left,1,0.6445578000275418,sub-mickey_mouse,176
both,down,yes,left,left,1,0.4419227999751456,sub-mickey_mouse,162
both,down,no,left,left,1,0.6285671999794431,sub-mickey_mouse,604
both,up,yes,left,left,1,0.4748772000311874,sub-mickey_mouse,638
up,up,yes,left,left,1,0.4583517999853939,sub-mickey_mouse,189
up,down,yes,right,right,1,0.4599393999669701,sub-mickey_mouse,188
up,up,yes,right,right,1,0.5268155999947339,sub-mickey_mouse,639
up,down,no,right,right,1,0.578728599997703,sub-mickey_mouse,163
up,up,no,left,left,1,0.526744399976451,sub-mickey_mouse,605
up,up,yes,right,right,1,0.5103647999931127,sub-mickey_mouse,611
down,up,yes,right,right,1,0.8996917000040412,sub-mickey_mouse,177
down,down,no,left,left,1,0.6117376000038348,sub-mickey_mouse,9
both,up,yes,left,left,1,0.47665440000128,sub-mickey_mouse,349
both,down,yes,left,left,1,0.5934978000004776,sub-mickey_mouse,407
down,down,no,right,right,1,0.6447189999744296,sub-mickey_mouse,361
both,up,no,left,left,1,0.6968939999933355,sub-mickey_mouse,375
down,down,yes,right,right,1,0.4762453999719582,sub-mickey_mouse,413
down,up,yes,right,right,1,0.4577861999860033,sub-mickey_mouse,598
down,down,no,right,right,1,0.5440171000082046,sub-mickey_mouse,229
both,up,no,left,left,1,0.4569007999962196,sub-mickey_mouse,573
both,down,no,left,left,1,0.5605705000343733,sub-mickey_mouse,215
both,up,yes,right,right,1,0.5099954000324942,sub-mickey_mouse,17
down,up,yes,left,left,1,0.4242913000052795,sub-mickey_mouse,201
down,up,yes,right,right,1,0.5432124999933876,sub-mickey_mouse,567
up,down,yes,right,right,1,0.5091239000321366,sub-mickey_mouse,528
down,up,yes,right,right,1,0.5595609999727458,sub-mickey_mouse,58
up,down,yes,right,right,1,0.4929081000154838,sub-mickey_mouse,70
down,up,yes,right,right,1,0.4249366999720223,sub-mickey_mouse,266
up,down,yes,right,right,1,0.442320300033316,sub-mickey_mouse,500
down,down,no,left,left,1,0.64548859995557,sub-mickey_mouse,514
down,down,no,left,left,1,0.6276612000074238,sub-mickey_mouse,64
up,down,yes,left,left,1,0.4763506000163033,sub-mickey_mouse,272
both,up,no,right,right,1,0.7137218000134453,sub-mickey_mouse,299
up,up,no,left,left,1,0.509042399993632,sub-mickey_mouse,448
down,up,yes,left,left,1,0.459606199990958,sub-mickey_mouse,312
up,up,yes,right,right,1,0.4931374999578111,sub-mickey_mouse,474
down,up,yes,left,left,1,0.442033100000117,sub-mickey_mouse,460
down,down,no,right,right,1,0.6107752000098117,sub-mickey_mouse,306
down,up,no,right,right,1,0.6277147000073455,sub-mickey_mouse,138
up,down,yes,right,right,1,0.5266911999788135,sub-mickey_mouse,110
both,up,yes,left,left,1,0.4752160000498406,sub-mickey_mouse,104
both,down,yes,right,right,1,0.5259702999610454,sub-mickey_mouse,105
down,up,no,left,left,1,0.6112766999867745,sub-mickey_mouse,111
both,down,no,left,left,1,0.6454668000224046,sub-mickey_mouse,139
both,up,no,right,left,0,0.4599802999873645,sub-mickey_mouse,461
down,down,no,left,left,1,0.7492162000271492,sub-mickey_mouse,307
both,up,no,right,right,1,0.5786869000294246,sub-mickey_mouse,313
down,up,no,right,right,1,0.6795627999817953,sub-mickey_mouse,475
both,down,yes,left,left,1,0.475028500019107,sub-mickey_mouse,449
up,up,no,right,left,0,0.6169509000028484,sub-mickey_mouse,298
up,up,no,right,right,1,0.5428949000197463,sub-mickey_mouse,515
down,down,yes,left,left,1,0.4592147000366822,sub-mickey_mouse,273
both,down,no,right,right,1,0.5601665999856777,sub-mickey_mouse,65
up,up,no,right,right,1,0.5782919999910519,sub-mickey_mouse,267
both,up,yes,right,right,1,0.5437422000104561,sub-mickey_mouse,71
down,up,yes,left,left,1,0.4254960999824106,sub-mickey_mouse,501
both,down,yes,right,right,1,0.4413887999835424,sub-mickey_mouse,529
down,down,yes,right,right,1,0.5783083999995142,sub-mickey_mouse,59
down,down,no,left,left,1,0.6837475000065751,sub-mickey_mouse,259
up,up,no,left,left,1,0.5938247999874875,sub-mickey_mouse,67
both,down,no,right,right,1,0.6100790000054985,sub-mickey_mouse,271
down,down,yes,left,left,1,0.4577170999837108,sub-mickey_mouse,517
both,down,no,right,right,1,0.6456025999505073,sub-mickey_mouse,503
both,down,yes,left,left,1,0.4929611999541521,sub-mickey_mouse,73
up,down,yes,right,right,1,0.527054300007876,sub-mickey_mouse,265
down,up,no,right,right,1,0.5780189000070095,sub-mickey_mouse,98
both,up,no,left,left,1,0.5644050000119023,sub-mickey_mouse,339
down,up,yes,left,left,1,0.4431474999873899,sub-mickey_mouse,305
down,down,yes,right,right,1,0.4765722000156529,sub-mickey_mouse,463
down,down,no,left,left,1,0.7812231000280008,sub-mickey_mouse,477
up,down,yes,right,right,1,0.4942012999672442,sub-mickey_mouse,311
down,down,yes,left,left,1,0.4588916000211611,sub-mickey_mouse,488
down,down,no,left,left,1,0.6109581000055186,sub-mickey_mouse,107
down,down,yes,left,left,1,0.4755539000034332,sub-mickey_mouse,113
both,up,no,left,left,1,0.714090200024657,sub-mickey_mouse,112
up,up,yes,left,left,1,0.4584971999865956,sub-mickey_mouse,106
down,up,yes,right,right,1,0.4757446000003256,sub-mickey_mouse,489
up,down,yes,left,left,1,0.4922799000050872,sub-mickey_mouse,476
up,down,no,left,left,1,0.5823906000005081,sub-mickey_mouse,310
up,up,yes,right,right,1,0.5106411000015214,sub-mickey_mouse,304
up,up,no,left,left,1,0.5610893999692053,sub-mickey_mouse,462
down,up,yes,left,left,1,0.47648010001285,sub-mickey_mouse,338
up,up,yes,right,right,1,0.4927211999893188,sub-mickey_mouse,99
up,down,no,right,right,1,0.5950430000084452,sub-mickey_mouse,502
both,up,yes,right,right,1,0.5268270000233315,sub-mickey_mouse,264
up,up,no,left,left,1,0.595439400000032,sub-mickey_mouse,72
up,up,no,left,left,1,0.4595244000083767,sub-mickey_mouse,270
down,up,no,right,right,1,0.7299259999999776,sub-mickey_mouse,66
both,down,no,left,left,1,0.5596934999921359,sub-mickey_mouse,516
both,up,no,right,right,1,0.6804623999632895,sub-mickey_mouse,258
down,up,no,left,left,1,0.543444900016766,sub-mickey_mouse,512
both,down,yes,right,right,1,0.5437322999932803,sub-mickey_mouse,274
down,down,yes,left,left,1,0.4755407000193372,sub-mickey_mouse,62
down,up,no,left,left,1,0.6138303999905474,sub-mickey_mouse,260
both,down,no,left,left,1,0.6626378999790177,sub-mickey_mouse,76
