id,ecephys_structure_acronym,ecephys_session_id
849706904,LGd,779839471
849706906,LGd,779839471
849706908,LGd,779839471
849706910,LGd,779839471
849706912,LGd,779839471
849706914,LGd,779839471
849706916,LGd,779839471
849706918,LGd,779839471
849706920,LGd,779839471
849706922,LGd,779839471
849706924,LGd,779839471
849706926,LGd,779839471
849706928,LGd,779839471
849706930,LGd,779839471
849706932,LGd,779839471
849706934,LGd,779839471
849706936,LGd,779839471
849706938,LGd,779839471
849706940,LGd,779839471
849706942,CA3,779839471
849706946,CA3,779839471
849706948,CA3,779839471
849706950,CA3,779839471
849706952,CA3,779839471
849706954,CA3,779839471
849706956,CA3,779839471
849706958,CA3,779839471
849706960,CA3,779839471
849706962,CA3,779839471
849706964,CA3,779839471
849706966,CA3,779839471
849706968,CA3,779839471
849706970,CA3,779839471
849706972,CA3,779839471
849706974,CA3,779839471
849706976,CA3,779839471
849706978,CA3,779839471
849706980,CA3,779839471
849706982,CA3,779839471
849706984,CA3,779839471
849706986,CA3,779839471
849706988,CA3,779839471
849706990,CA3,779839471
849706992,CA3,779839471
849706994,CA3,779839471
849706996,CA3,779839471
849706998,CA3,779839471
849707000,CA3,779839471
849707002,CA3,779839471
849707006,CA3,779839471
849707008,CA3,779839471
849707010,CA3,779839471
849707012,CA3,779839471
849707014,CA3,779839471
849707016,CA3,779839471
849707020,CA3,779839471
849707022,DG,779839471
849707024,DG,779839471
849707026,DG,779839471
849707028,DG,779839471
849707030,DG,779839471
849707032,DG,779839471
849707034,DG,779839471
849707036,DG,779839471
849707038,DG,779839471
849707040,DG,779839471
849707042,DG,779839471
849707044,DG,779839471
849707046,DG,779839471
849707048,DG,779839471
849707050,DG,779839471
849707052,DG,779839471
849707054,DG,779839471
849707056,DG,779839471
849707058,DG,779839471
849707060,DG,779839471
849707062,DG,779839471
849707064,DG,779839471
849707066,DG,779839471
849707068,DG,779839471
849707070,DG,779839471
849707072,DG,779839471
849707074,DG,779839471
849707076,DG,779839471
849707078,DG,779839471
849707080,CA1,779839471
849707082,CA1,779839471
849707084,CA1,779839471
849707086,CA1,779839471
849707088,CA1,779839471
849707090,CA1,779839471
849707092,CA1,779839471
849707094,CA1,779839471
849707098,CA1,779839471
849707100,CA1,779839471
849707102,CA1,779839471
849707104,CA1,779839471
849707106,CA1,779839471
849707108,CA1,779839471
849707110,CA1,779839471
849707112,CA1,779839471
849707114,CA1,779839471
849707116,CA1,779839471
849707118,CA1,779839471
849707120,CA1,779839471
849707122,CA1,779839471
849707124,CA1,779839471
849707126,CA1,779839471
849707128,CA1,779839471
849707130,CA1,779839471
849707132,CA1,779839471
849707134,CA1,779839471
849707136,CA1,779839471
849707138,CA1,779839471
849707140,CA1,779839471
849707142,CA1,779839471
849707144,CA1,779839471
849707146,CA1,779839471
849707148,CA1,779839471
849707150,CA1,779839471
849707152,CA1,779839471
849707154,CA1,779839471
849707156,CA1,779839471
849707158,CA1,779839471
849707160,CA1,779839471
849707162,CA1,779839471
849707164,CA1,779839471
849707166,CA1,779839471
849707168,CA1,779839471
849707172,CA1,779839471
849707174,CA1,779839471
849707176,CA1,779839471
849707178,CA1,779839471
849707180,CA1,779839471
849707182,CA1,779839471
849707184,CA1,779839471
849707186,CA1,779839471
849707188,CA1,779839471
849707190,CA1,779839471
849707192,CA1,779839471
849707194,CA1,779839471
849707196,CA1,779839471
849707198,CA1,779839471
849707200,CA1,779839471
849707202,CA1,779839471
849707204,CA1,779839471
849707206,CA1,779839471
849707208,CA1,779839471
849707210,CA1,779839471
849707212,CA1,779839471
849707214,CA1,779839471
849707216,CA1,779839471
849707218,CA1,779839471
849707220,CA1,779839471
849707222,CA1,779839471
849707224,CA1,779839471
849707226,CA1,779839471
849707228,CA1,779839471
849707230,CA1,779839471
849707232,CA1,779839471
849707234,CA1,779839471
849707236,CA1,779839471
849707238,CA1,779839471
849707240,VIS,779839471
849707242,VIS,779839471
849707244,VIS,779839471
849707246,VIS,779839471
849707250,VIS,779839471
849707252,VIS,779839471
849707254,VIS,779839471
849707256,VIS,779839471
849707258,VIS,779839471
849707260,VIS,779839471
849707262,VIS,779839471
849707264,VIS,779839471
849707266,VIS,779839471
849707268,VIS,779839471
849707270,VIS,779839471
849707272,VIS,779839471
849707274,VIS,779839471
849707276,VIS,779839471
849707278,VIS,779839471
849707280,VIS,779839471
849707282,VIS,779839471
849707284,VIS,779839471
849707286,VIS,779839471
849707288,VIS,779839471
849707290,VIS,779839471
849707292,VIS,779839471
849707294,VIS,779839471
849707296,VIS,779839471
849707298,VIS,779839471
849707300,VIS,779839471
849707302,VIS,779839471
849707304,VIS,779839471
849707306,VIS,779839471
849707308,VIS,779839471
849707310,VIS,779839471
849707312,VIS,779839471
849707314,VIS,779839471
849707316,VIS,779839471
849707318,VIS,779839471
849707320,VIS,779839471
849707324,VIS,779839471
849707326,VIS,779839471
849707328,VIS,779839471
849707330,VIS,779839471
849707332,VIS,779839471
849707334,VIS,779839471
849707336,VIS,779839471
849707338,VIS,779839471
849707340,VIS,779839471
849707342,VIS,779839471
849707344,VIS,779839471
849707346,VIS,779839471
849707348,VIS,779839471
849707350,VIS,779839471
849707352,VIS,779839471
849707354,VIS,779839471
849707356,VIS,779839471
849707358,VIS,779839471
849707360,VIS,779839471
849707362,VIS,779839471
849707364,VIS,779839471
849707366,VIS,779839471
849707368,VIS,779839471
849707370,VIS,779839471
849707372,VIS,779839471
849707374,VIS,779839471
849707376,VIS,779839471
849707378,VIS,779839471
849707380,VIS,779839471
849707382,VIS,779839471
849707384,VIS,779839471
849707386,VIS,779839471
849707388,VIS,779839471
849707390,VIS,779839471
849707392,VIS,779839471
849707394,VIS,779839471
849707396,VIS,779839471
849707398,VIS,779839471
849707402,VIS,779839471
849707404,VIS,779839471
849707406,VIS,779839471
849707408,VIS,779839471
849707410,VIS,779839471
849707412,VIS,779839471
849707414,,779839471
849707416,,779839471
849707418,,779839471
849707420,,779839471
849707422,,779839471
849707424,,779839471
849707426,,779839471
849707428,,779839471
849707430,,779839471
849707432,,779839471
849707434,,779839471
849707436,,779839471
849707438,,779839471
849707440,,779839471
849707442,,779839471
849707444,,779839471
849707446,,779839471
849707448,,779839471
849707450,,779839471
849707452,,779839471
849707454,,779839471
849707456,,779839471
849707458,,779839471
849707460,,779839471
849707462,,779839471
849707464,,779839471
849707466,,779839471
849707468,,779839471
849707470,,779839471
849707472,,779839471
849707476,,779839471
849707478,,779839471
849707480,,779839471
849707482,,779839471
849707484,,779839471
849707486,,779839471
849707488,,779839471
849707490,,779839471
849707492,,779839471
849707494,,779839471
849707496,,779839471
849707498,,779839471
849707500,,779839471
849707502,,779839471
849707504,,779839471
849707506,,779839471
849707508,,779839471
849707510,,779839471
849707512,,779839471
849707514,,779839471
849707516,,779839471
849707518,,779839471
849707520,,779839471
849707522,,779839471
849707524,,779839471
849707526,,779839471
849707528,,779839471
849707530,,779839471
849707532,,779839471
849707534,,779839471
849707536,,779839471
849707538,,779839471
849707540,,779839471
849707542,,779839471
849707544,,779839471
849707546,,779839471
849707548,,779839471
849707550,,779839471
849707554,,779839471
849707556,,779839471
849707558,,779839471
849707560,,779839471
849708312,CA3,779839471
849708314,CA3,779839471
849708316,CA3,779839471
849708318,CA3,779839471
849708320,CA3,779839471
849708322,CA3,779839471
849708324,CA3,779839471
849708326,CA3,779839471
849708328,CA3,779839471
849708330,CA3,779839471
849708332,CA3,779839471
849708334,CA3,779839471
849708336,CA3,779839471
849708338,CA3,779839471
849708340,CA3,779839471
849708342,CA3,779839471
849708344,CA3,779839471
849708346,CA3,779839471
849708348,CA3,779839471
849708350,CA3,779839471
849708352,CA3,779839471
849708354,CA3,779839471
849708356,CA3,779839471
849708358,CA3,779839471
849708360,CA3,779839471
849708362,CA2,779839471
849708364,CA2,779839471
849708366,CA2,779839471
849708368,CA2,779839471
849708370,CA2,779839471
849708372,CA2,779839471
849708374,CA2,779839471
849708376,CA1,779839471
849708378,CA1,779839471
849708380,CA1,779839471
849708384,CA1,779839471
849708386,CA1,779839471
849708388,CA1,779839471
849708390,CA1,779839471
849708392,CA1,779839471
849708394,CA1,779839471
849708396,CA1,779839471
849708398,CA1,779839471
849708400,CA1,779839471
849708402,CA1,779839471
849708404,CA1,779839471
849708406,CA1,779839471
849708408,CA1,779839471
849708410,CA1,779839471
849708412,CA1,779839471
849708414,CA1,779839471
849708416,CA1,779839471
849708418,CA1,779839471
849708420,CA1,779839471
849708422,CA1,779839471
849708424,CA1,779839471
849708426,CA1,779839471
849708428,CA1,779839471
849708430,CA1,779839471
849708432,CA1,779839471
849708434,CA1,779839471
849708436,CA1,779839471
849708438,CA1,779839471
849708440,CA1,779839471
849708442,CA1,779839471
849708444,CA1,779839471
849708446,CA1,779839471
849708448,CA1,779839471
849708450,CA1,779839471
849708452,CA1,779839471
849708454,CA1,779839471
849708456,CA1,779839471
849708458,CA1,779839471
849708462,CA1,779839471
849708464,CA1,779839471
849708466,CA1,779839471
849708468,CA1,779839471
849708470,CA1,779839471
849708472,CA1,779839471
849708474,CA1,779839471
849708476,CA1,779839471
849708478,CA1,779839471
849708480,CA1,779839471
849708482,CA1,779839471
849708484,CA1,779839471
849708486,CA1,779839471
849708488,CA1,779839471
849708490,CA1,779839471
849708492,CA1,779839471
849708494,CA1,779839471
849708496,CA1,779839471
849708498,CA1,779839471
849708500,CA1,779839471
849708502,CA1,779839471
849708504,CA1,779839471
849708506,CA1,779839471
849708508,CA1,779839471
849708510,CA1,779839471
849708512,CA1,779839471
849708514,CA1,779839471
849708516,CA1,779839471
849708518,CA1,779839471
849708520,CA1,779839471
849708522,CA1,779839471
849708524,CA1,779839471
849708526,CA1,779839471
849708528,CA1,779839471
849708530,CA1,779839471
849708532,CA1,779839471
849708536,CA1,779839471
849708538,CA1,779839471
849708540,CA1,779839471
849708542,CA1,779839471
849708544,CA1,779839471
849708546,CA1,779839471
849708548,CA1,779839471
849708550,CA1,779839471
849708552,CA1,779839471
849708554,CA1,779839471
849708556,CA1,779839471
849708558,CA1,779839471
849708560,CA1,779839471
849708562,CA1,779839471
849708564,CA1,779839471
849708566,CA1,779839471
849708568,CA1,779839471
849708570,CA1,779839471
849708572,CA1,779839471
849708574,CA1,779839471
849708576,CA1,779839471
849708578,CA1,779839471
849708580,CA1,779839471
849708582,CA1,779839471
849708584,CA1,779839471
849708586,CA1,779839471
849708588,CA1,779839471
849708590,CA1,779839471
849708592,CA1,779839471
849708594,VIS,779839471
849708596,VIS,779839471
849708600,VIS,779839471
849708602,VIS,779839471
849708604,VIS,779839471
849708606,VIS,779839471
849708608,VIS,779839471
849708610,VIS,779839471
849708614,VIS,779839471
849708616,VIS,779839471
849708618,VIS,779839471
849708620,VIS,779839471
849708622,VIS,779839471
849708624,VIS,779839471
849708626,VIS,779839471
849708628,VIS,779839471
849708630,VIS,779839471
849708632,VIS,779839471
849708634,VIS,779839471
849708636,VIS,779839471
849708638,VIS,779839471
849708640,VIS,779839471
849708642,VIS,779839471
849708644,VIS,779839471
849708646,VIS,779839471
849708648,VIS,779839471
849708650,VIS,779839471
849708652,VIS,779839471
849708654,VIS,779839471
849708656,VIS,779839471
849708658,VIS,779839471
849708660,VIS,779839471
849708662,VIS,779839471
849708664,VIS,779839471
849708666,VIS,779839471
849708668,VIS,779839471
849708670,VIS,779839471
849708672,VIS,779839471
849708674,VIS,779839471
849708676,VIS,779839471
849708678,VIS,779839471
849708680,VIS,779839471
849708682,VIS,779839471
849708684,VIS,779839471
849708688,VIS,779839471
849708690,VIS,779839471
849708692,VIS,779839471
849708694,VIS,779839471
849708696,VIS,779839471
849708698,VIS,779839471
849708700,VIS,779839471
849708702,VIS,779839471
849708704,VIS,779839471
849708706,VIS,779839471
849708708,VIS,779839471
849708710,VIS,779839471
849708712,VIS,779839471
849708714,VIS,779839471
849708716,VIS,779839471
849708718,VIS,779839471
849708720,VIS,779839471
849708722,VIS,779839471
849708724,VIS,779839471
849708726,VIS,779839471
849708728,VIS,779839471
849708730,VIS,779839471
849708732,VIS,779839471
849708734,VIS,779839471
849708736,VIS,779839471
849708738,VIS,779839471
849708740,VIS,779839471
849708742,VIS,779839471
849708744,VIS,779839471
849708746,VIS,779839471
849708748,VIS,779839471
849708750,VIS,779839471
849708752,VIS,779839471
849708754,VIS,779839471
849708756,VIS,779839471
849708758,VIS,779839471
849708760,VIS,779839471
849708762,VIS,779839471
849708766,VIS,779839471
849708768,VIS,779839471
849708770,VIS,779839471
849708772,VIS,779839471
849708774,VIS,779839471
849708776,VIS,779839471
849708778,VIS,779839471
849708780,VIS,779839471
849708782,VIS,779839471
849708784,VIS,779839471
849708786,VIS,779839471
849708788,VIS,779839471
849708790,VIS,779839471
849708792,VIS,779839471
849708794,VIS,779839471
849708796,VIS,779839471
849708798,VIS,779839471
849708800,VIS,779839471
849708802,VIS,779839471
849708804,VIS,779839471
849708806,VIS,779839471
849708808,VIS,779839471
849708810,VIS,779839471
849708812,VIS,779839471
849708814,VIS,779839471
849708816,VIS,779839471
849708818,VIS,779839471
849708820,,779839471
849708822,,779839471
849708824,,779839471
849708826,,779839471
849708828,,779839471
849708830,,779839471
849708832,,779839471
849708834,,779839471
849708836,,779839471
849708840,,779839471
849708842,,779839471
849708844,,779839471
849708846,,779839471
849708848,,779839471
849708850,,779839471
849708852,,779839471
849708854,,779839471
849708856,,779839471
849708858,,779839471
849708860,,779839471
849708862,,779839471
849708864,,779839471
849708866,,779839471
849708868,,779839471
849708870,,779839471
849708872,,779839471
849708874,,779839471
849708876,,779839471
849708878,,779839471
849708880,,779839471
849708882,,779839471
849708884,,779839471
849708886,,779839471
849708888,,779839471
849708890,,779839471
849708892,,779839471
849708894,,779839471
849708896,,779839471
849708898,,779839471
849708900,,779839471
849708902,,779839471
849708904,,779839471
849708906,,779839471
849708908,,779839471
849708910,,779839471
849708912,,779839471
849708914,,779839471
849708918,,779839471
849708920,,779839471
849708922,,779839471
849708924,,779839471
849708926,,779839471
849708928,,779839471
849708930,,779839471
849708932,,779839471
849708934,,779839471
849708936,,779839471
849708938,,779839471
849708940,,779839471
849708942,,779839471
849708944,,779839471
849708946,,779839471
849708948,,779839471
849708950,,779839471
849708952,,779839471
849708954,,779839471
849708956,,779839471
849708958,,779839471
849708960,,779839471
849708962,,779839471
849708964,,779839471
849708966,,779839471
849708968,,779839471
849708970,,779839471
849708972,,779839471
849708974,,779839471
849708976,,779839471
849708978,,779839471
849708980,,779839471
849708982,,779839471
849708984,,779839471
849708986,,779839471
849708988,,779839471
849708992,,779839471
849708994,,779839471
849708996,,779839471
849708998,,779839471
849709000,,779839471
849709002,,779839471
849709004,,779839471
849709006,,779839471
849709008,,779839471
849709010,,779839471
849709012,,779839471
849709014,,779839471
849709016,,779839471
849709018,,779839471
849709020,,779839471
849709022,,779839471
849709024,,779839471
849709026,,779839471
849709028,,779839471
849709030,,779839471
849709032,,779839471
849709034,,779839471
849709036,,779839471
849709038,,779839471
849709040,,779839471
849709042,,779839471
849709044,,779839471
849709046,,779839471
849709048,,779839471
849709050,,779839471
849709052,,779839471
849709054,,779839471
849709056,,779839471
849709058,,779839471
849709060,,779839471
849709062,,779839471
849709064,,779839471
849709066,,779839471
849709070,,779839471
849709072,,779839471
849709074,,779839471
849709076,,779839471
849709666,LP,779839471
849709668,LP,779839471
849709670,LP,779839471
849709672,LP,779839471
849709674,LP,779839471
849709676,LP,779839471
849709678,LP,779839471
849709680,LP,779839471
849709682,LP,779839471
849709684,LP,779839471
849709686,LP,779839471
849709688,LP,779839471
849709690,LP,779839471
849709692,LP,779839471
849709694,LP,779839471
849709696,LP,779839471
849709698,LP,779839471
849709700,LP,779839471
849709702,LP,779839471
849709704,LP,779839471
849709706,LP,779839471
849709708,LP,779839471
849709710,LP,779839471
849709712,LP,779839471
849709714,LP,779839471
849709716,LP,779839471
849709718,LP,779839471
849709720,LP,779839471
849709722,LP,779839471
849709724,LP,779839471
849709726,LP,779839471
849709728,LP,779839471
849709730,LP,779839471
849709732,DG,779839471
849709734,DG,779839471
849709736,DG,779839471
849709740,DG,779839471
849709742,DG,779839471
849709744,DG,779839471
849709746,DG,779839471
849709748,DG,779839471
849709750,DG,779839471
849709752,DG,779839471
849709754,DG,779839471
849709756,DG,779839471
849709758,DG,779839471
849709760,DG,779839471
849709762,DG,779839471
849709764,DG,779839471
849709766,DG,779839471
849709768,DG,779839471
849709770,DG,779839471
849709772,DG,779839471
849709774,DG,779839471
849709776,DG,779839471
849709778,DG,779839471
849709780,DG,779839471
849709782,DG,779839471
849709784,DG,779839471
849709786,DG,779839471
849709788,DG,779839471
849709790,DG,779839471
849709792,DG,779839471
849709794,DG,779839471
849709796,DG,779839471
849709798,DG,779839471
849709800,DG,779839471
849709802,DG,779839471
849709804,DG,779839471
849709806,DG,779839471
849709808,DG,779839471
849709810,DG,779839471
849709812,DG,779839471
849709814,DG,779839471
849709818,DG,779839471
849709820,DG,779839471
849709822,DG,779839471
849709824,DG,779839471
849709826,DG,779839471
849709828,DG,779839471
849709830,DG,779839471
849709832,DG,779839471
849709834,DG,779839471
849709836,DG,779839471
849709838,DG,779839471
849709840,DG,779839471
849709842,DG,779839471
849709844,DG,779839471
849709846,DG,779839471
849709848,DG,779839471
849709850,DG,779839471
849709852,DG,779839471
849709854,DG,779839471
849709856,DG,779839471
849709858,DG,779839471
849709860,DG,779839471
849709862,CA1,779839471
849709864,CA1,779839471
849709866,CA1,779839471
849709868,CA1,779839471
849709870,CA1,779839471
849709872,CA1,779839471
849709874,CA1,779839471
849709876,CA1,779839471
849709878,CA1,779839471
849709880,CA1,779839471
849709882,CA1,779839471
849709884,CA1,779839471
849709886,CA1,779839471
849709888,CA1,779839471
849709892,CA1,779839471
849709894,CA1,779839471
849709896,CA1,779839471
849709898,CA1,779839471
849709900,ProS,779839471
849709902,ProS,779839471
849709904,ProS,779839471
849709906,ProS,779839471
849709908,ProS,779839471
849709910,ProS,779839471
849709912,ProS,779839471
849709914,ProS,779839471
849709916,ProS,779839471
849709918,ProS,779839471
849709920,ProS,779839471
849709922,ProS,779839471
849709924,ProS,779839471
849709926,ProS,779839471
849709928,ProS,779839471
849709930,ProS,779839471
849709932,ProS,779839471
849709934,ProS,779839471
849709936,ProS,779839471
849709938,ProS,779839471
849709940,ProS,779839471
