id,ecephys_structure_acronym,ecephys_session_id
849843094,CA1,799864342
849843096,CA1,799864342
849843098,VISal,799864342
849843100,VISal,799864342
849843102,VISal,799864342
849843104,VISal,799864342
849843106,VISal,799864342
849843110,VISal,799864342
849843112,VISal,799864342
849843114,VISal,799864342
849843116,VISal,799864342
849843118,VISal,799864342
849843120,VISal,799864342
849843122,VISal,799864342
849843124,VISal,799864342
849843126,VISal,799864342
849843128,VISal,799864342
849843130,VISal,799864342
849843132,VISal,799864342
849843134,VISal,799864342
849843136,VISal,799864342
849843138,VISal,799864342
849843140,VISal,799864342
849843142,VISal,799864342
849843144,VISal,799864342
849843146,VISal,799864342
849843148,VISal,799864342
849843150,VISal,799864342
849843152,VISal,799864342
849843154,VISal,799864342
849843156,VISal,799864342
849843158,VISal,799864342
849843160,VISal,799864342
849843162,VISal,799864342
849843164,VISal,799864342
849843166,VISal,799864342
849843168,VISal,799864342
849843170,VISal,799864342
849843172,VISal,799864342
849843174,VISal,799864342
849843176,VISal,799864342
849843178,VISal,799864342
849843180,VISal,799864342
849843184,VISal,799864342
849843186,VISal,799864342
849843188,VISal,799864342
849843190,VISal,799864342
849843192,VISal,799864342
849843194,VISal,799864342
849843196,VISal,799864342
849843198,VISal,799864342
849843200,VISal,799864342
849843202,VISal,799864342
849843204,VISal,799864342
849843206,VISal,799864342
849843208,VISal,799864342
849843210,VISal,799864342
849843212,VISal,799864342
849843214,VISal,799864342
849843216,VISal,799864342
849843218,VISal,799864342
849843220,VISal,799864342
849843222,VISal,799864342
849843224,VISal,799864342
849843226,VISal,799864342
849843228,VISal,799864342
849843230,VISal,799864342
849843232,VISal,799864342
849843234,VISal,799864342
849843236,VISal,799864342
849843238,VISal,799864342
849843240,VISal,799864342
849843242,VISal,799864342
849843244,VISal,799864342
849843246,VISal,799864342
849843248,VISal,799864342
849843250,VISal,799864342
849843252,VISal,799864342
849843254,VISal,799864342
849843256,VISal,799864342
849843258,VISal,799864342
849843262,VISal,799864342
849843264,VISal,799864342
849843266,,799864342
849843268,,799864342
849843270,,799864342
849843272,,799864342
849843274,,799864342
849843276,,799864342
849843278,,799864342
849843280,,799864342
849843282,,799864342
849843284,,799864342
849843286,,799864342
849843288,,799864342
849843290,,799864342
849843292,,799864342
849843294,,799864342
849843296,,799864342
849843298,,799864342
849843300,,799864342
849843302,,799864342
849843304,,799864342
849843306,,799864342
849843308,,799864342
849843310,,799864342
849843312,,799864342
849843314,,799864342
849843316,,799864342
849843318,,799864342
849843320,,799864342
849843322,,799864342
849843324,,799864342
849843326,,799864342
849843328,,799864342
849843330,,799864342
849843332,,799864342
849843336,,799864342
849843338,,799864342
849843340,,799864342
849843342,,799864342
849843344,,799864342
849843346,,799864342
849843348,,799864342
849843350,,799864342
849843352,,799864342
849843354,,799864342
849843356,,799864342
849843358,,799864342
849843360,,799864342
849843362,,799864342
849843364,,799864342
849843366,,799864342
849843368,,799864342
849843370,,799864342
849843372,,799864342
849843374,,799864342
849843376,,799864342
849843378,,799864342
849843380,,799864342
849843382,,799864342
849843384,,799864342
849843386,,799864342
849843388,,799864342
849843390,,799864342
849843392,,799864342
849843394,,799864342
849843396,,799864342
849843398,,799864342
849843400,,799864342
849843402,,799864342
849843404,,799864342
849843406,,799864342
849843408,,799864342
849843410,,799864342
849843414,,799864342
849843416,,799864342
849843418,,799864342
849843420,,799864342
849843978,CA3,799864342
849843980,CA3,799864342
849843982,CA3,799864342
849843984,CA3,799864342
849843986,CA3,799864342
849843988,CA3,799864342
849843990,CA3,799864342
849843992,CA3,799864342
849843994,CA3,799864342
849843996,CA3,799864342
849843998,CA3,799864342
849844000,CA3,799864342
849844002,CA3,799864342
849844004,CA3,799864342
849844006,CA3,799864342
849844008,CA3,799864342
849844010,CA3,799864342
849844012,CA3,799864342
849844014,CA3,799864342
849844016,CA3,799864342
849844018,CA3,799864342
849844020,CA3,799864342
849844022,CA3,799864342
849844024,CA3,799864342
849844026,CA3,799864342
849844028,CA3,799864342
849844030,CA3,799864342
849844032,CA3,799864342
849844034,CA3,799864342
849844036,CA3,799864342
849844038,CA3,799864342
849844040,CA3,799864342
849844042,CA3,799864342
849844044,CA3,799864342
849844046,CA3,799864342
849844050,CA3,799864342
849844052,CA3,799864342
849844054,CA3,799864342
849844056,CA2,799864342
849844058,CA2,799864342
849844060,CA2,799864342
849844062,CA2,799864342
849844064,CA2,799864342
849844066,CA2,799864342
849844068,CA2,799864342
849844070,CA2,799864342
849844072,CA1,799864342
849844074,CA1,799864342
849844076,CA1,799864342
849844078,CA1,799864342
849844080,CA1,799864342
849844082,CA1,799864342
849844084,CA1,799864342
849844086,CA1,799864342
849844088,CA1,799864342
849844090,CA1,799864342
849844092,CA1,799864342
849844094,CA1,799864342
849844096,CA1,799864342
849844098,CA1,799864342
849844100,CA1,799864342
849844102,CA1,799864342
849844104,CA1,799864342
849844106,CA1,799864342
849844108,CA1,799864342
849844110,CA1,799864342
849844112,CA1,799864342
849844114,CA1,799864342
849844116,CA1,799864342
849844118,CA1,799864342
849844120,CA1,799864342
849844122,CA1,799864342
849844124,CA1,799864342
849844128,CA1,799864342
849844130,CA1,799864342
849844132,CA1,799864342
849844134,CA1,799864342
849844136,CA1,799864342
849844138,CA1,799864342
849844140,CA1,799864342
849844142,CA1,799864342
849844144,CA1,799864342
849844146,CA1,799864342
849844148,CA1,799864342
849844150,CA1,799864342
849844152,CA1,799864342
849844154,CA1,799864342
849844156,CA1,799864342
849844158,CA1,799864342
849844160,CA1,799864342
849844162,CA1,799864342
849844164,CA1,799864342
849844166,CA1,799864342
849844168,CA1,799864342
849844170,CA1,799864342
849844172,CA1,799864342
849844174,CA1,799864342
849844176,CA1,799864342
849844178,CA1,799864342
849844180,CA1,799864342
849844182,CA1,799864342
849844184,CA1,799864342
849844186,CA1,799864342
849844188,CA1,799864342
849844190,CA1,799864342
849844192,CA1,799864342
849844194,CA1,799864342
849844196,CA1,799864342
849844198,CA1,799864342
849844202,CA1,799864342
849844204,CA1,799864342
849844206,CA1,799864342
849844208,CA1,799864342
849844210,CA1,799864342
849844212,CA1,799864342
849844214,CA1,799864342
849844216,CA1,799864342
849844218,CA1,799864342
849844220,CA1,799864342
849844222,CA1,799864342
849844224,CA1,799864342
849844226,CA1,799864342
849844228,CA1,799864342
849844230,CA1,799864342
849844232,VISl,799864342
849844234,VISl,799864342
849844236,VISl,799864342
849844238,VISl,799864342
849844240,VISl,799864342
849844242,VISl,799864342
849844244,VISl,799864342
849844246,VISl,799864342
849844248,VISl,799864342
849844250,VISl,799864342
849844252,VISl,799864342
849844254,VISl,799864342
849844256,VISl,799864342
849844258,VISl,799864342
849844260,VISl,799864342
849844262,VISl,799864342
849844266,VISl,799864342
849844268,VISl,799864342
849844270,VISl,799864342
849844272,VISl,799864342
849844274,VISl,799864342
849844276,VISl,799864342
849844280,VISl,799864342
849844282,VISl,799864342
849844284,VISl,799864342
849844286,VISl,799864342
849844288,VISl,799864342
849844290,VISl,799864342
849844292,VISl,799864342
849844294,VISl,799864342
849844296,VISl,799864342
849844298,VISl,799864342
849844300,VISl,799864342
849844302,VISl,799864342
849844304,VISl,799864342
849844306,VISl,799864342
849844308,VISl,799864342
849844310,VISl,799864342
849844312,VISl,799864342
849844314,VISl,799864342
849844316,VISl,799864342
849844318,VISl,799864342
849844320,VISl,799864342
849844322,VISl,799864342
849844324,VISl,799864342
849844326,VISl,799864342
849844328,VISl,799864342
849844330,VISl,799864342
849844332,VISl,799864342
849844334,VISl,799864342
849844336,VISl,799864342
849844338,VISl,799864342
849844340,VISl,799864342
849844342,VISl,799864342
849844344,VISl,799864342
849844346,VISl,799864342
849844348,VISl,799864342
849844350,VISl,799864342
849844354,VISl,799864342
849844356,VISl,799864342
849844358,VISl,799864342
849844360,VISl,799864342
849844362,VISl,799864342
849844364,VISl,799864342
849844366,VISl,799864342
849844368,VISl,799864342
849844370,VISl,799864342
849844372,VISl,799864342
849844374,VISl,799864342
849844376,VISl,799864342
849844378,VISl,799864342
849844380,VISl,799864342
849844382,VISl,799864342
849844384,VISl,799864342
849844386,VISl,799864342
849844388,VISl,799864342
849844390,VISl,799864342
849844392,VISl,799864342
849844394,VISl,799864342
849844396,VISl,799864342
849844398,VISl,799864342
849844400,VISl,799864342
849844402,VISl,799864342
849844404,VISl,799864342
849844406,VISl,799864342
849844408,VISl,799864342
849844410,VISl,799864342
849844412,VISl,799864342
849844414,VISl,799864342
849844416,VISl,799864342
849844418,VISl,799864342
849844420,VISl,799864342
849844422,VISl,799864342
849844424,VISl,799864342
849844426,VISl,799864342
849844428,VISl,799864342
849844432,VISl,799864342
849844434,VISl,799864342
849844436,VISl,799864342
849844438,VISl,799864342
849844440,,799864342
849844442,,799864342
849844444,,799864342
849844446,,799864342
849844448,,799864342
849844450,,799864342
849844452,,799864342
849844454,,799864342
849844456,,799864342
849844458,,799864342
849844460,,799864342
849844462,,799864342
849844464,,799864342
849844466,,799864342
849844468,,799864342
849844470,,799864342
849844472,,799864342
849844474,,799864342
849844476,,799864342
849844478,,799864342
849844480,,799864342
849844482,,799864342
849844484,,799864342
849844486,,799864342
849844488,,799864342
849844490,,799864342
849844492,,799864342
849844494,,799864342
849844496,,799864342
849844498,,799864342
849844500,,799864342
849844502,,799864342
849844506,,799864342
849844508,,799864342
849844510,,799864342
849844512,,799864342
849844514,,799864342
849844516,,799864342
849844518,,799864342
849844520,,799864342
849844522,,799864342
849844524,,799864342
849844526,,799864342
849844528,,799864342
849844530,,799864342
849844532,,799864342
849844534,,799864342
849844536,,799864342
849844538,,799864342
849844540,,799864342
849844542,,799864342
849844544,,799864342
849844546,,799864342
849844548,,799864342
849844550,,799864342
849844552,,799864342
849844554,,799864342
849844556,,799864342
849844558,,799864342
849844560,,799864342
849844562,,799864342
849844564,,799864342
849844566,,799864342
849844568,,799864342
849844570,,799864342
849844572,,799864342
849844574,,799864342
849844576,,799864342
849844578,,799864342
849844580,,799864342
849844584,,799864342
849844586,,799864342
849844588,,799864342
849844590,,799864342
849844592,,799864342
849844594,,799864342
849844596,,799864342
849844598,,799864342
849844600,,799864342
849844602,,799864342
849844604,,799864342
849844606,,799864342
849844608,,799864342
849844610,,799864342
849844612,,799864342
849844614,,799864342
849844616,,799864342
849844618,,799864342
849844620,,799864342
849844622,,799864342
849844624,,799864342
849844626,,799864342
849844628,,799864342
849844630,,799864342
849844632,,799864342
849844634,,799864342
849844636,,799864342
849844638,,799864342
849844640,,799864342
849844642,,799864342
849844644,,799864342
849844646,,799864342
849844648,,799864342
849844650,,799864342
849844652,,799864342
849844654,,799864342
849844658,,799864342
849844660,,799864342
849844662,,799864342
849844664,,799864342
849844666,,799864342
849844668,,799864342
849844670,,799864342
849844672,,799864342
849844674,,799864342
849844676,,799864342
849844678,,799864342
849844680,,799864342
849844682,,799864342
849844684,,799864342
849844686,,799864342
849844688,,799864342
849844690,,799864342
849844692,,799864342
849844694,,799864342
849844696,,799864342
849844698,,799864342
849844700,,799864342
849844702,,799864342
849844704,,799864342
849844706,,799864342
849844708,,799864342
849844710,,799864342
849844712,,799864342
849844714,,799864342
849844716,,799864342
849844718,,799864342
849844720,,799864342
849844722,,799864342
849844724,,799864342
849844726,,799864342
849844728,,799864342
849844730,,799864342
849844732,,799864342
849844736,,799864342
849844738,,799864342
849844740,,799864342
849844742,,799864342
849845190,DG,799864342
849845192,DG,799864342
849845194,DG,799864342
849845196,DG,799864342
849845198,DG,799864342
849845200,DG,799864342
849845202,DG,799864342
849845204,DG,799864342
849845206,DG,799864342
849845208,DG,799864342
849845210,DG,799864342
849845212,DG,799864342
849845214,DG,799864342
849845216,DG,799864342
849845218,DG,799864342
849845220,DG,799864342
849845222,DG,799864342
849845224,DG,799864342
849845226,DG,799864342
849845228,DG,799864342
849845230,DG,799864342
849845232,DG,799864342
849845234,DG,799864342
849845236,DG,799864342
849845238,DG,799864342
849845240,DG,799864342
849845242,DG,799864342
849845244,DG,799864342
849845246,DG,799864342
849845248,DG,799864342
849845250,DG,799864342
849845252,DG,799864342
849845254,DG,799864342
849845256,DG,799864342
849845258,DG,799864342
849845260,DG,799864342
849845264,DG,799864342
849845266,DG,799864342
849845268,DG,799864342
849845270,DG,799864342
849845272,DG,799864342
849845274,DG,799864342
849845276,DG,799864342
849845278,DG,799864342
849845280,DG,799864342
849845282,DG,799864342
849845284,DG,799864342
849845286,DG,799864342
849845288,DG,799864342
849845290,DG,799864342
849845292,DG,799864342
849845294,DG,799864342
849845296,DG,799864342
849845298,DG,799864342
849845300,DG,799864342
849845302,DG,799864342
849845304,DG,799864342
849845306,DG,799864342
849845308,DG,799864342
849845310,DG,799864342
849845312,DG,799864342
849845314,DG,799864342
849845316,DG,799864342
849845318,DG,799864342
849845320,DG,799864342
849845322,DG,799864342
849845324,DG,799864342
849845326,DG,799864342
849845328,DG,799864342
849845330,DG,799864342
849845332,DG,799864342
849845334,DG,799864342
849845336,DG,799864342
849845338,DG,799864342
849845342,DG,799864342
849845344,DG,799864342
849845346,DG,799864342
849845348,DG,799864342
849845350,DG,799864342
849845352,DG,799864342
849845354,DG,799864342
849845356,DG,799864342
849845358,DG,799864342
849845360,ProS,799864342
849845362,ProS,799864342
849845364,ProS,799864342
849845366,ProS,799864342
849845368,ProS,799864342
849845370,ProS,799864342
849845372,ProS,799864342
849845374,ProS,799864342
849845376,ProS,799864342
849845378,ProS,799864342
849845380,ProS,799864342
849845382,ProS,799864342
849845384,ProS,799864342
849845386,ProS,799864342
849845388,ProS,799864342
849845390,ProS,799864342
849845392,ProS,799864342
849845394,ProS,799864342
849845396,ProS,799864342
849845398,ProS,799864342
849845400,ProS,799864342
849845402,ProS,799864342
849845404,ProS,799864342
849845406,ProS,799864342
849845408,ProS,799864342
849845410,ProS,799864342
849845412,ProS,799864342
849845416,ProS,799864342
849845418,ProS,799864342
849845420,ProS,799864342
849845422,ProS,799864342
849845424,ProS,799864342
849845426,ProS,799864342
849845428,SUB,799864342
849845430,ProS,799864342
849845432,ProS,799864342
849845434,ProS,799864342
849845436,ProS,799864342
849845438,ProS,799864342
849845440,SUB,799864342
849845442,ProS,799864342
849845444,ProS,799864342
849845446,SUB,799864342
849845448,ProS,799864342
849845450,ProS,799864342
849845452,SUB,799864342
849845454,ProS,799864342
849845456,SUB,799864342
849845458,ProS,799864342
849845460,ProS,799864342
849845462,ProS,799864342
849845464,ProS,799864342
849845466,ProS,799864342
849845468,ProS,799864342
849845470,ProS,799864342
849845472,ProS,799864342
849845474,ProS,799864342
849845476,ProS,799864342
849845478,ProS,799864342
849845480,ProS,799864342
849845482,SUB,799864342
849845484,SUB,799864342
849845486,ProS,799864342
849845488,ProS,799864342
849845490,SUB,799864342
849845494,ProS,799864342
849845496,SUB,799864342
849845498,ProS,799864342
849845500,ProS,799864342
849845502,ProS,799864342
849845504,ProS,799864342
849845506,ProS,799864342
849845508,ProS,799864342
849845510,ProS,799864342
849845512,ProS,799864342
849845514,ProS,799864342
849845516,ProS,799864342
849845518,ProS,799864342
849845520,ProS,799864342
849845522,ProS,799864342
849845524,ProS,799864342
849845526,ProS,799864342
849845528,ProS,799864342
849845530,ProS,799864342
849845532,ProS,799864342
849845534,ProS,799864342
849845536,ProS,799864342
849845538,ProS,799864342
849845540,ProS,799864342
849845542,ProS,799864342
849845544,ProS,799864342
849845546,ProS,799864342
849845548,ProS,799864342
849845550,VISp,799864342
849845552,VISp,799864342
849845554,VISp,799864342
849845556,VISp,799864342
849845558,VISp,799864342
849845560,VISp,799864342
849845562,VISp,799864342
849845564,VISp,799864342
849845568,VISp,799864342
849845570,VISp,799864342
849845572,VISp,799864342
849845574,VISp,799864342
849845576,VISp,799864342
849845578,VISp,799864342
849845580,VISp,799864342
849845582,VISp,799864342
849845584,VISp,799864342
849845586,VISp,799864342
849845588,VISp,799864342
849845590,VISp,799864342
849845592,VISp,799864342
849845594,VISp,799864342
849845596,VISp,799864342
849845598,VISp,799864342
849845600,VISp,799864342
849845602,VISp,799864342
849845604,VISp,799864342
849845606,VISp,799864342
849845608,VISp,799864342
849845610,VISp,799864342
849845612,VISp,799864342
849845614,VISp,799864342
849845616,VISp,799864342
849845618,VISp,799864342
849845620,VISp,799864342
849845622,VISp,799864342
849845624,VISp,799864342
849845626,VISp,799864342
849845628,VISp,799864342
849845630,VISp,799864342
849845632,VISp,799864342
849845634,VISp,799864342
849845636,VISp,799864342
849845638,VISp,799864342
849845640,VISp,799864342
849845642,VISp,799864342
849845646,VISp,799864342
849845648,VISp,799864342
849845650,VISp,799864342
849845652,VISp,799864342
849845654,VISp,799864342
849845656,VISp,799864342
849845658,VISp,799864342
849845660,VISp,799864342
849845662,VISp,799864342
849845664,VISp,799864342
849845666,VISp,799864342
849845668,VISp,799864342
849845670,VISp,799864342
849845672,VISp,799864342
849845674,VISp,799864342
849845676,VISp,799864342
849845678,VISp,799864342
849845680,VISp,799864342
849845682,VISp,799864342
849845684,VISp,799864342
849845686,VISp,799864342
849845688,VISp,799864342
849845690,VISp,799864342
849845692,VISp,799864342
849845694,VISp,799864342
849845696,VISp,799864342
849845698,VISp,799864342
849845700,VISp,799864342
849845702,VISp,799864342
849845704,VISp,799864342
849845706,VISp,799864342
849845708,VISp,799864342
849845710,VISp,799864342
849845712,VISp,799864342
849845714,VISp,799864342
849845716,VISp,799864342
849845720,VISp,799864342
849845722,VISp,799864342
849845724,VISp,799864342
849845726,VISp,799864342
849845728,VISp,799864342
849845730,,799864342
849845732,,799864342
849845734,,799864342
849845736,,799864342
849845738,,799864342
849845740,,799864342
849845742,,799864342
849845744,,799864342
849845746,,799864342
849845748,,799864342
849845750,,799864342
849845752,,799864342
849845754,,799864342
849845756,,799864342
849845758,,799864342
849845760,,799864342
849845762,,799864342
849845764,,799864342
849845766,,799864342
849845768,,799864342
849845770,,799864342
849845772,,799864342
849845774,,799864342
849845776,,799864342
849845778,,799864342
849845780,,799864342
849845782,,799864342
849845784,,799864342
849845786,,799864342
849845788,,799864342
849845790,,799864342
849845792,,799864342
849845794,,799864342
849845798,,799864342
849845800,,799864342
849845802,,799864342
849845804,,799864342
849845806,,799864342
849845808,,799864342
849845810,,799864342
849845812,,799864342
849845814,,799864342
849845816,,799864342
849845818,,799864342
849845820,,799864342
849845822,,799864342
849845824,,799864342
849845826,,799864342
849845828,,799864342
849845830,,799864342
849845832,,799864342
849845834,,799864342
849845836,,799864342
849845838,,799864342
849845840,,799864342
849845842,,799864342
849845844,,799864342
849845846,,799864342
849845848,,799864342
849845850,,799864342
849845852,,799864342
849845854,,799864342
849845856,,799864342
849845858,,799864342
849845860,,799864342
849845862,,799864342
849845864,,799864342
849845866,,799864342
849845868,,799864342
849845872,,799864342
849845874,,799864342
849845876,,799864342
849845878,,799864342
849845880,,799864342
849845882,,799864342
849845884,,799864342
849845886,,799864342
849845888,,799864342
849845890,,799864342
849845892,,799864342
849845894,,799864342
849845896,,799864342
849845898,,799864342
849845900,,799864342
849845902,,799864342
849845904,,799864342
849845906,,799864342
849845908,,799864342
849845910,,799864342
849845912,,799864342
849845914,,799864342
849845916,,799864342
849845918,,799864342
849845920,,799864342
849845922,,799864342
849845924,,799864342
849845926,,799864342
849845928,,799864342
849845930,,799864342
849845932,,799864342
849845934,,799864342
849845936,,799864342
849845938,,799864342
849845940,,799864342
849845942,,799864342
849845944,,799864342
849845946,,799864342
849845950,,799864342
849845952,,799864342
849845954,,799864342
849845956,,799864342
849846492,LP,799864342
849846494,LP,799864342
849846496,LP,799864342
849846498,LP,799864342
849846500,LP,799864342
849846502,LP,799864342
849846504,LP,799864342
849846506,LP,799864342
849846508,LP,799864342
849846510,LP,799864342
849846512,LP,799864342
849846514,LP,799864342
849846516,LP,799864342
849846518,LP,799864342
849846520,LP,799864342
849846522,LP,799864342
849846524,LP,799864342
849846526,LP,799864342
849846528,LP,799864342
849846530,LP,799864342
849846532,LP,799864342
849846534,LP,799864342
849846536,LP,799864342
849846538,LP,799864342
849846540,LP,799864342
849846542,LP,799864342
849846544,LP,799864342
849846546,LP,799864342
849846548,LP,799864342
849846550,LP,799864342
849846552,LP,799864342
849846554,LP,799864342
849846556,LP,799864342
849846558,LP,799864342
849846560,LP,799864342
849846564,LP,799864342
849846566,LP,799864342
849846568,LP,799864342
849846570,LP,799864342
849846572,LP,799864342
849846576,LP,799864342
849846578,LP,799864342
849846580,LP,799864342
849846582,LP,799864342
849846584,LP,799864342
849846586,LP,799864342
849846588,LP,799864342
849846590,LP,799864342
849846592,DG,799864342
849846594,DG,799864342
849846596,DG,799864342
849846598,DG,799864342
849846600,DG,799864342
849846602,DG,799864342
849846604,DG,799864342
849846606,DG,799864342
849846608,DG,799864342
849846610,DG,799864342
849846612,DG,799864342
849846614,DG,799864342
849846616,DG,799864342
849846618,DG,799864342
849846620,DG,799864342
849846622,DG,799864342
849846624,DG,799864342
849846626,DG,799864342
849846628,DG,799864342
849846630,DG,799864342
849846632,DG,799864342
849846634,DG,799864342
849846636,DG,799864342
849846638,DG,799864342
849846642,DG,799864342
849846644,DG,799864342
849846646,DG,799864342
849846648,DG,799864342
849846650,DG,799864342
849846652,DG,799864342
849846654,DG,799864342
849846656,DG,799864342
849846658,DG,799864342
849846660,DG,799864342
849846662,DG,799864342
849846664,DG,799864342
849846666,DG,799864342
849846668,DG,799864342
849846670,DG,799864342
849846672,DG,799864342
849846674,DG,799864342
849846676,DG,799864342
849846678,DG,799864342
849846680,DG,799864342
849846682,DG,799864342
849846684,DG,799864342
849846686,DG,799864342
849846688,DG,799864342
849846690,DG,799864342
849846692,DG,799864342
849846694,DG,799864342
849846696,DG,799864342
849846698,DG,799864342
849846700,DG,799864342
849846702,DG,799864342
849846704,DG,799864342
849846706,DG,799864342
849846708,DG,799864342
849846710,DG,799864342
849846712,DG,799864342
849846716,DG,799864342
849846718,DG,799864342
849846720,DG,799864342
849846722,DG,799864342
849846724,DG,799864342
849846726,DG,799864342
849846728,DG,799864342
849846730,DG,799864342
849846732,DG,799864342
849846734,DG,799864342
849846736,DG,799864342
849846738,DG,799864342
849846740,DG,799864342
849846742,DG,799864342
849846744,DG,799864342
849846746,DG,799864342
849846748,DG,799864342
849846750,DG,799864342
849846752,DG,799864342
849846754,DG,799864342
849846756,DG,799864342
849846758,DG,799864342
849846760,DG,799864342
849846762,DG,799864342
849846764,DG,799864342
849846766,CA1,799864342
849846768,CA1,799864342
849846770,CA1,799864342
849846772,CA1,799864342
849846774,CA1,799864342
849846776,CA1,799864342
849846780,CA1,799864342
849846782,CA1,799864342
849846784,CA1,799864342
849846786,CA1,799864342
849846788,CA1,799864342
849846790,CA1,799864342
849846794,CA1,799864342
849846796,CA1,799864342
849846798,CA1,799864342
849846800,CA1,799864342
849846802,CA1,799864342
849846804,CA1,799864342
849846806,CA1,799864342
849846808,CA1,799864342
849846810,CA1,799864342
849846812,CA1,799864342
849846814,CA1,799864342
849846816,CA1,799864342
849846818,CA1,799864342
849846820,CA1,799864342
849846822,CA1,799864342
849846824,CA1,799864342
849846826,CA1,799864342
849846828,CA1,799864342
849846830,CA1,799864342
849846832,CA1,799864342
849846834,CA1,799864342
849846836,CA1,799864342
849846838,CA1,799864342
849846840,CA1,799864342
849846842,CA1,799864342
849846844,CA1,799864342
849846846,CA1,799864342
849846848,CA1,799864342
849846850,CA1,799864342
849846852,CA1,799864342
849846854,CA1,799864342
849846856,CA1,799864342
849846858,CA1,799864342
849846860,CA1,799864342
849846862,CA1,799864342
849846864,CA1,799864342
849846868,CA1,799864342
849846870,CA1,799864342
849846872,CA1,799864342
849846874,CA1,799864342
849846876,CA1,799864342
849846878,CA1,799864342
849846880,CA1,799864342
849846882,CA1,799864342
849846884,CA1,799864342
849846886,CA1,799864342
849846888,CA1,799864342
849846890,CA1,799864342
849846892,CA1,799864342
849846894,CA1,799864342
849846896,CA1,799864342
849846898,CA1,799864342
849846900,CA1,799864342
849846902,CA1,799864342
849846904,CA1,799864342
849846906,CA1,799864342
849846908,CA1,799864342
849846910,CA1,799864342
849846912,CA1,799864342
849846914,CA1,799864342
849846916,CA1,799864342
849846918,CA1,799864342
849846920,CA1,799864342
849846922,CA1,799864342
849846924,CA1,799864342
849846926,CA1,799864342
849846928,CA1,799864342
849846930,CA1,799864342
849846932,VISmma,799864342
849846934,VISmma,799864342
849846936,VISmma,799864342
849846938,VISmma,799864342
849846940,VISmma,799864342
849846942,VISmma,799864342
849846946,VISmma,799864342
849846948,VISmma,799864342
849846950,VISmma,799864342
849846952,VISmma,799864342
849846954,VISmma,799864342
849846956,VISmma,799864342
849846958,VISmma,799864342
849846960,VISmma,799864342
849846962,VISmma,799864342
849846964,VISmma,799864342
849846966,VISmma,799864342
849846968,VISmma,799864342
849846970,VISmma,799864342
849846972,VISmma,799864342
849846974,VISmma,799864342
849846976,VISmma,799864342
849846978,VISmma,799864342
849846980,VISmma,799864342
849846982,VISmma,799864342
849846984,VISmma,799864342
849846986,VISmma,799864342
849846988,VISmma,799864342
849846990,VISmma,799864342
849846992,VISmma,799864342
849846994,VISmma,799864342
849846996,VISmma,799864342
849846998,VISmma,799864342
849847000,VISmma,799864342
849847002,VISmma,799864342
849847004,VISmma,799864342
849847006,VISmma,799864342
849847008,VISmma,799864342
849847010,VISmma,799864342
849847012,VISmma,799864342
849847014,VISmma,799864342
849847016,VISmma,799864342
849847020,VISmma,799864342
849847022,VISmma,799864342
849847024,VISmma,799864342
849847026,VISmma,799864342
849847028,VISmma,799864342
849847030,VISmma,799864342
849847032,VISmma,799864342
849847034,VISmma,799864342
849847036,VISmma,799864342
849847038,VISmma,799864342
849847040,VISmma,799864342
849847042,VISmma,799864342
849847044,VISmma,799864342
849847046,VISmma,799864342
849847048,VISmma,799864342
849847050,VISmma,799864342
849847052,VISmma,799864342
849847054,VISmma,799864342
849847056,VISmma,799864342
849847058,VISmma,799864342
849847060,VISmma,799864342
849847062,VISmma,799864342
849847064,VISmma,799864342
849847066,VISmma,799864342
849847068,VISmma,799864342
849847070,VISmma,799864342
849847072,VISmma,799864342
849847074,VISmma,799864342
849847078,VISmma,799864342
849847080,VISmma,799864342
849847082,VISmma,799864342
849847084,VISmma,799864342
849847086,VISmma,799864342
849847088,VISmma,799864342
849847090,VISmma,799864342
849847092,,799864342
849847094,,799864342
849847098,,799864342
849847100,,799864342
849847102,,799864342
849847104,,799864342
849847106,,799864342
849847108,,799864342
849847110,,799864342
849847112,,799864342
849847114,,799864342
849847116,,799864342
849847118,,799864342
849847120,,799864342
849847122,,799864342
849847124,,799864342
849847126,,799864342
849847128,,799864342
849847130,,799864342
849847132,,799864342
849847134,,799864342
849847136,,799864342
849847138,,799864342
849847140,,799864342
849847142,,799864342
849847144,,799864342
849847146,,799864342
849847148,,799864342
849847150,,799864342
849847152,,799864342
849847154,,799864342
849847156,,799864342
849847158,,799864342
849847160,,799864342
849847162,,799864342
849847164,,799864342
849847166,,799864342
849847168,,799864342
849847172,,799864342
849847174,,799864342
849847176,,799864342
849847178,,799864342
849847180,,799864342
849847182,,799864342
849847184,,799864342
849847186,,799864342
849847188,,799864342
849847190,,799864342
849847192,,799864342
849847194,,799864342
849847196,,799864342
849847198,,799864342
849847200,,799864342
849847202,,799864342
849847204,,799864342
849847206,,799864342
849847208,,799864342
849847210,,799864342
849847212,,799864342
849847214,,799864342
849847216,,799864342
849847218,,799864342
849847220,,799864342
849847222,,799864342
849847224,,799864342
849847226,,799864342
849847228,,799864342
849847230,,799864342
849847232,,799864342
849847234,,799864342
849847236,,799864342
849847238,,799864342
849847240,,799864342
849847242,,799864342
849847244,,799864342
849847246,,799864342
849847250,,799864342
849847252,,799864342
849847254,,799864342
849847256,,799864342
849847708,CA1,799864342
849847710,CA1,799864342
849847712,CA1,799864342
849847714,CA1,799864342
849847716,CA1,799864342
